FRAUD,PPSN,SCHEME_CODE,LOCATION_CODE,PAY_TYPE,REG_DATE,START_DATE,BIRTH_DATE,AGE_YEARS,OCC_CODE,MEANS_FROM_EMP,DELAY,WEEKLY_RATE,PAID_TO_DATE,SEX,MARITAL_STATUS,NO_DEP,FUEL_AMOUNT,APPOINTMENT_STATUS,BOOK_NUMBER,CARER_ID,PHOTO_VERIFIED,OPEN_CREDIT_LINES,DRIVING_STATUS,FREE_TRAVEL,EMPLOYER_NO,IBAN,MED_ASSESSMENT,MED_CONDITION_SATISFIED,MORT_OUTSTANDING,PAY_LOCATION_CODE,PREF_LANG,PHONE_NO,PRIORITY_CLAIM
0,5632259X,F1,V1,Basic,12/11/2012,29/11/2012,08/01/1970,46,SS,32000,28,170,19210,Male,M,5,110,Up-to-Date,11229,0,1,3,Active,0,34406560,CDAD971984672263,2,0,94305,V1,1,3.54E+11,1
0,2906098J,H1,O4,Basic,29/06/2012,30/06/2012,04/05/1958,58,M,22700,19,200,26600,Female,D,6,100,Missed,31395,0,1,2,Active,0,35818433,BBBD730288768979,2,0,0,O4,1,3.54E+11,0
1,5388462S,H1,M3,Basic,25/02/2011,08/03/2011,10/04/1990,26,SS,24900,37,140,28000,Male,M,4,100,Due,10109,0,1,4,Active,0,12192439,BBBC315611266941,3,0,132332,M3,1,3.54E+11,0
1,9440045R,H1,M3,Basic,28/07/2009,10/08/2009,21/12/1972,44,M,4600,34,190,53770,Male,D,4,80,Up-to-Date,17760,0,0,5,Active,0,15514461,CCCD831155120694,3,0,0,M3,1,3.54E+11,0
1,1564181U,F1,K1,Basic,27/12/2007,09/01/2008,14/08/1995,21,M,4600,25,150,54600,Male,D,6,100,Up-to-Date,12146,0,1,2,Active,1,92557254,ACAD295774107648,2,0,0,K1,1,3.54E+11,0
0,3437146A,G1,A1,Supplement,11/02/2012,18/02/2012,25/04/1992,24,M,19000,15,160,24000,Female,S,2,60,Missed,33058,0,1,3,Active,0,11449423,BADB646558523438,1,0,0,A1,1,3.54E+11,0
0,9946791B,H1,N4,Exceptional,21/01/2004,29/01/2004,02/07/1977,39,M,13600,27,170,96730,Female,D,3,70,Due,27877,0,1,6,Active,0,27483652,BCAD816487176854,3,0,0,N4,1,3.54E+11,0
1,5111089R,H1,K4,Basic,26/03/2006,08/04/2006,20/05/1972,44,SS,11800,32,150,68400,Female,D,4,80,Up-to-Date,44888,0,0,4,Active,1,60840837,CCAB282289073753,4,0,149262,K4,1,3.54E+11,0
0,9947508T,H1,S1,Supplement,21/04/2002,11/05/2002,10/11/1964,52,SS,27900,17,170,112030,Male,M,4,100,Due,44927,0,0,6,Active,1,9285558,ADCB999212874996,3,0,0,S1,1,3.54E+11,0
0,9180679M,F1,U3,Supplement,24/06/2005,27/06/2005,01/03/1993,23,S,37100,9,90,44730,Male,M,1,70,Up-to-Date,21447,0,0,3,Active,0,28055139,ACCD551384532470,1,0,98252,U3,1,3.54E+11,0
1,9065887M,F1,B4,Basic,28/06/2011,13/07/2011,17/06/1975,41,S,28100,44,120,21960,Female,S,4,80,Due,40464,0,1,7,Suspended,0,63601381,DDCC020274506711,3,0,0,B4,1,3.54E+11,0
1,4764369I,H1,E1,Basic,27/11/2006,15/12/2006,16/03/1989,27,M,9400,23,180,76140,Male,D,4,80,Missed,31813,0,1,6,None,0,31592066,ADCC826026608929,3,1,146725,E1,1,3.54E+11,0
1,0341178M,F1,W4,Exceptional,07/02/2012,15/02/2012,16/07/1991,25,M,9100,31,190,28690,Male,S,2,60,Due,19139,20878,1,7,Active,1,21855997,BABA580640310421,2,0,113068,W4,1,3.54E+11,0
1,2772952D,H1,N1,Supplement,16/11/1996,28/11/1996,13/03/1965,51,SS,18000,15,160,151200,Male,S,4,80,Up-to-Date,23380,0,1,8,Active,0,69625299,BAAC323043021184,4,0,211650,N1,1,3.54E+11,1
1,9501701D,F1,Q2,Basic,18/01/2006,30/01/2006,15/01/1975,41,S,24400,26,90,41850,Male,D,4,80,Due,46143,0,1,8,None,0,41348115,ACDD514853271476,4,0,0,Q2,1,3.54E+11,1
1,5626054G,F1,F3,Basic,23/10/2006,07/11/2006,23/07/1977,39,M,7400,32,200,85600,Female,S,4,80,Up-to-Date,44449,0,0,8,Active,0,2468716,ABBB272654583641,2,0,0,F3,1,3.54E+11,0
1,2744524D,F1,B4,Basic,16/06/2010,26/06/2010,20/06/1971,45,SS,18900,41,130,30810,Male,S,2,60,Due,35923,0,1,6,Active,0,56369131,BCBB652514092450,1,0,132752,B4,1,3.54E+11,0
0,3758036H,H1,G2,Urgent,21/10/2003,01/11/2003,06/05/1973,43,M,17900,30,150,87750,Female,S,2,60,Up-to-Date,10567,0,0,7,Active,0,64725798,AADC743630223247,3,0,157229,G2,1,3.54E+11,0
1,5878303I,H1,R2,Basic,05/04/2011,18/04/2011,11/05/1989,27,M,13700,20,180,34920,Female,D,5,90,Up-to-Date,31113,0,1,5,None,0,22385916,AADA513681981525,3,0,0,R2,1,3.54E+11,0
1,9014719G,H1,P3,Basic,12/01/2011,19/01/2011,12/06/1992,24,M,8500,16,160,32960,Female,S,4,80,Up-to-Date,47260,0,0,5,Active,1,85706079,CBAA739919081895,2,1,144388,P3,1,3.54E+11,0
0,9811789E,H1,S1,Exceptional,16/07/2011,22/07/2011,25/07/1993,23,S,37200,16,110,20020,Female,S,4,80,Due,41419,0,1,8,Active,0,36617036,CBBD430033241229,2,0,0,S1,1,3.54E+11,0
0,1799238R,H2,N5,Basic,04/11/2002,08/11/2002,05/01/1981,36,M,27300,7,200,127200,Male,M,3,90,Due,41177,0,1,6,Active,0,47408171,CACA535554049753,1,1,0,N5,1,3.54E+11,0
0,4513280J,H1,B3,Basic,29/09/2006,01/10/2006,31/01/1971,45,S,43300,9,110,47630,Female,M,3,90,Due,36957,41891,1,5,Active,1,78673995,CADA254654779738,2,0,149606,B3,1,3.54E+11,0
0,5297675M,F1,M2,Urgent,18/08/2013,07/09/2013,15/07/1952,64,M,16200,17,210,15120,Female,D,6,100,Up-to-Date,34768,0,1,2,Active,1,59910430,CCAC741414152279,2,0,0,D5,2,3.54E+11,0
1,7819788W,F1,E1,Basic,21/06/2010,10/07/2010,19/04/1952,64,SS,13100,21,200,47000,Female,S,3,70,Up-to-Date,49388,0,1,3,None,0,10893276,BACA770506187818,3,0,0,Z1,1,3.54E+11,0
1,0330395T,F1,C1,Basic,29/05/1998,15/06/1998,01/03/1958,58,M,5800,22,220,189860,Male,S,2,60,Due,32572,0,1,4,Active,0,51472974,BBCD607986543479,4,0,0,C1,1,3.54E+11,0
0,8267520L,G1,Q2,Basic,10/09/2007,26/09/2007,08/04/1989,27,S,37100,14,100,38100,Male,M,2,80,Due,22199,0,0,3,None,0,69300681,BDDC966069132593,3,0,0,Q2,1,3.54E+11,0
1,0077449O,F1,E5,Basic,13/08/2008,02/09/2008,16/09/1996,20,S,27100,34,100,33300,Male,S,5,90,Missed,37593,0,1,5,Active,0,40214279,CDDD612676185229,2,0,147128,E5,1,3.54E+11,0
1,5153902N,F1,E5,Basic,09/08/2005,24/08/2005,23/09/1969,47,SS,13200,23,170,83130,Male,D,2,60,Up-to-Date,36684,0,1,5,Active,0,73640441,DDBC038381253250,4,0,172862,E5,1,3.54E+11,0
1,0996592T,H1,Y4,Basic,08/06/2010,22/06/2010,18/10/1982,34,SS,22000,28,150,35700,Male,S,6,100,Missed,32737,0,1,3,Active,0,16390550,CAAB453475096051,3,0,0,Y4,1,3.54E+11,1
0,1647569I,H2,K3,Supplement,24/04/2013,07/05/2013,16/10/1947,69,S,44000,3,100,8800,Female,S,3,70,Due,38672,0,1,5,None,1,95332147,BCDB765201684044,1,1,0,K3,1,3.54E+11,0
1,7042023E,F1,T2,Basic,13/09/1996,04/10/1996,31/01/1980,36,M,4300,29,220,209440,Female,S,4,80,Up-to-Date,39255,0,0,6,None,0,54357090,DCDD713343646609,3,0,0,T2,1,3.54E+11,0
0,4124203U,H2,Z4,Basic,19/10/2004,09/11/2004,28/10/1987,29,P,54700,28,60,31920,Male,S,2,60,Due,12632,0,1,5,Active,0,44150096,BBBA567732034173,1,1,0,Z4,1,3.54E+11,0
0,6295368B,F1,X3,Basic,11/11/2007,13/11/2007,25/12/1991,25,M,23300,28,160,60000,Female,D,2,60,Up-to-Date,24956,0,1,3,Active,0,58307498,CACD607330095551,2,0,0,X3,1,3.54E+11,0
1,1784791R,H1,P5,Basic,05/10/2009,09/10/2009,24/09/1995,21,M,2100,28,220,60720,Female,S,5,90,Due,32647,0,0,5,Active,0,65365423,DBAB293529517892,2,0,0,P5,1,3.54E+11,0
0,6786649Z,F1,P2,Basic,16/10/2004,22/10/2004,05/11/1972,44,M,13200,21,180,96120,Female,S,2,60,Missed,47955,0,0,2,Active,1,15353733,DDBB880155573250,1,0,104744,P2,1,3.54E+11,0
1,6765513O,F1,X4,Supplement,05/04/1998,18/04/1998,09/06/1972,44,S,24400,31,120,104400,Male,D,4,80,Up-to-Date,12895,0,1,3,Active,1,56940666,CDDC173142565122,3,1,0,X4,1,3.54E+11,0
0,4442115P,F1,I4,Basic,17/04/2007,22/04/2007,13/01/1979,37,M,15200,8,180,72360,Female,M,3,90,Missed,36948,0,0,5,None,0,211787,DCCD572583794739,2,0,134073,I4,1,3.54E+11,0
1,7963340B,F1,E2,Basic,13/08/1998,02/09/1998,11/06/1984,32,M,6900,24,210,179130,Male,D,4,80,Up-to-Date,42618,0,1,6,None,1,82551689,ACDD043742846208,3,0,0,E2,1,3.54E+11,0
1,6953068G,F1,W4,Basic,04/05/2007,15/05/2007,28/09/1951,65,M,7600,20,190,75810,Female,S,3,70,Up-to-Date,30187,0,1,3,Active,1,40498521,CDCB573527807869,1,1,0,W4,2,3.54E+11,0
1,8141812U,F1,O4,Basic,25/09/2004,05/10/2004,02/05/1972,44,SS,11300,33,180,96480,Female,D,5,90,Due,10592,0,1,7,Active,0,21366502,BDBB179932331103,3,0,0,O4,1,3.54E+11,0
0,0988176G,F1,A3,Basic,26/07/2010,06/08/2010,25/06/1973,43,SS,31700,8,160,37120,Female,S,5,90,Due,24755,0,1,4,Active,0,6321569,DCCB698150555385,3,0,0,A3,1,3.54E+11,0
0,0122769J,F1,M5,Supplement,11/05/2005,16/05/2005,02/06/1986,30,SS,32000,17,180,90540,Female,D,3,70,Up-to-Date,48515,0,0,2,Active,0,8586736,CDDD993677916589,2,0,0,M5,1,3.54E+11,0
1,7617485D,H1,V3,Supplement,22/08/2007,30/08/2007,24/04/1982,34,M,4400,39,170,65450,Male,S,4,80,Due,30121,0,0,5,Active,0,23527610,ABCA571334627300,2,0,0,V3,1,3.54E+11,0
0,3130202D,F1,L1,Basic,01/06/2011,05/06/2011,01/07/1960,56,SS,31000,24,150,28200,Male,S,1,50,Due,10076,0,1,8,Active,0,94456865,CDAB715877267343,2,0,0,L1,1,3.54E+11,0
1,9173790D,F1,G2,Basic,03/03/2002,21/03/2002,23/08/1969,47,SS,19100,19,160,106560,Female,D,5,90,Up-to-Date,39240,0,0,3,None,1,40923051,BBBD440277982251,1,0,0,G2,1,3.54E+11,0
1,0267636C,F1,J3,Basic,21/06/2006,09/07/2006,08/06/1976,40,S,21000,26,90,39960,Female,S,3,70,Up-to-Date,38221,0,0,8,Active,0,64044782,DCAB898382597572,2,0,124452,J3,1,3.54E+11,0
1,4145022J,F1,V4,Basic,08/11/2010,26/11/2010,18/10/1971,45,SS,15100,36,200,43400,Female,D,3,70,Up-to-Date,31432,0,1,1,Active,0,20593161,CDCD706990242410,3,0,138893,V4,1,3.54E+11,1
1,4155457K,F1,H1,Supplement,02/02/2008,23/02/2008,17/01/1968,48,SS,4600,26,180,64440,Male,S,3,70,Due,47972,22571,0,4,Active,1,88926919,DAAA953925568487,3,0,175246,H1,1,3.54E+11,0
0,1349946P,F1,F3,Supplement,13/11/2012,19/11/2012,25/10/1962,54,M,12700,5,180,20520,Male,M,5,110,Due,39560,0,1,5,None,0,46281975,DDBA046527903367,2,0,0,F3,1,3.54E+11,1
0,7162125R,F1,A3,Supplement,22/04/2008,07/05/2008,19/08/1986,30,S,39800,20,110,38280,Female,M,7,130,Missed,49938,0,1,2,Active,0,3546840,DABA052490862996,3,0,0,D3,1,3.54E+11,0
1,8118186N,F1,Q2,Basic,06/06/2002,15/06/2002,23/07/1965,51,M,400,25,180,117900,Female,S,3,70,Due,25849,0,0,3,Active,0,93549572,ADCB954769418426,4,0,135334,Q2,1,3.54E+11,0
1,9854854E,F1,Z1,Basic,10/09/2006,14/09/2006,15/06/1971,45,SS,8700,27,170,73950,Female,S,3,70,Due,28513,20829,1,8,Active,1,56947613,AABB984278316791,2,0,151372,Z1,2,3.54E+11,0
1,5044760M,F1,C2,Exceptional,07/03/2013,28/03/2013,12/07/1994,22,M,2600,40,170,15810,Female,D,3,70,Up-to-Date,44974,0,1,5,Active,0,63061138,ACBB756010724016,2,0,139759,B2,1,3.54E+11,0
1,0938641U,H2,Q1,Basic,03/06/2007,21/06/2007,24/11/1982,34,S,21400,12,110,43340,Male,D,5,90,Up-to-Date,44281,0,1,5,None,0,18763766,DABA057656599460,1,1,0,Q1,1,3.54E+11,1
0,7379440R,F1,X4,Supplement,19/07/2007,03/08/2007,17/06/1971,45,M,18900,32,190,73720,Male,M,4,100,Missed,36999,0,1,4,Active,1,81725844,BBCA616843169169,2,0,0,X4,1,3.54E+11,0
1,2870047R,F1,J3,Basic,31/08/2009,08/09/2009,03/02/1992,24,M,1400,22,200,56000,Male,D,3,70,Up-to-Date,18319,0,1,7,Active,0,5733276,BBBA855241463341,3,0,0,J4,1,3.54E+11,0
1,0134101M,F1,P4,Basic,30/10/1998,18/11/1998,28/08/1982,34,SS,17100,31,190,159980,Female,S,5,90,Missed,44076,0,1,7,None,0,66112569,CDCC444645601812,1,0,0,P4,1,3.54E+11,0
0,9052557P,H2,R4,Exceptional,06/03/2009,24/03/2009,25/03/1983,33,M,24800,6,200,60200,Male,M,1,70,Up-to-Date,33530,0,1,5,Active,0,28952597,BCAA974263667739,1,1,101270,R4,1,3.54E+11,0
0,3442606Z,H2,X1,Exceptional,15/06/2010,21/06/2010,11/05/1966,50,SS,30300,0,160,38080,Female,S,3,70,Up-to-Date,18142,0,1,6,Active,0,95448363,AADC812795946766,1,1,0,X1,1,3.54E+11,0
1,9347239V,F1,J2,Basic,20/02/2013,12/03/2013,25/02/1992,24,M,1000,29,190,18050,Female,D,5,90,Due,25448,0,0,8,None,0,27403132,CACB000606064570,3,0,141953,J2,1,3.54E+11,0
0,5965119H,F1,E1,Basic,07/05/2005,15/05/2005,21/02/1987,29,SS,33600,5,180,90540,Female,S,4,80,Due,46387,0,1,5,Active,1,69890951,DAAA235260034117,3,0,0,E1,1,3.54E+11,0
0,9460893D,H1,G1,Exceptional,16/10/2008,01/11/2008,20/09/1981,35,S,43500,11,90,29250,Female,M,3,90,Due,20499,0,1,4,Active,0,14104148,DCCB569761451065,2,0,0,G1,1,3.54E+11,1
1,9381159V,H1,Q1,Basic,24/05/2008,09/06/2008,27/02/1964,52,S,33200,26,90,30960,Female,S,2,60,Due,36637,0,1,3,None,0,83616298,BCCC470949617033,4,0,165412,Q1,1,3.54E+11,0
1,0141208K,F1,D3,Basic,21/08/2012,29/08/2012,17/02/1982,34,S,24200,28,80,10000,Male,D,3,70,Missed,20677,0,1,3,Active,0,99057083,BBDC452904756604,3,0,0,D3,1,3.54E+11,0
1,2402821A,F1,A2,Basic,30/10/2013,02/11/2013,14/08/1996,20,S,22700,42,90,5850,Female,S,6,100,Due,29004,0,1,7,Active,0,82101421,ACAB595296634943,2,0,197526,A2,1,3.54E+11,0
1,8887739Z,H1,S1,Basic,18/05/2012,30/05/2012,29/09/1986,30,SS,2800,26,140,19180,Female,S,4,80,Up-to-Date,24036,0,1,8,Active,0,80949789,CBAA266419648352,2,0,121278,S1,1,3.54E+11,0
0,2768570F,H2,S5,Exceptional,23/04/2012,03/05/2012,27/07/1984,32,M,22800,19,170,23800,Male,D,3,70,Missed,15152,0,1,3,Active,0,25417864,ACBD447423594224,1,1,140815,S5,1,3.54E+11,0
1,7918742R,F1,S3,Basic,23/10/1997,08/11/1997,21/02/1978,38,M,7100,20,170,152320,Female,S,5,90,Up-to-Date,49531,0,1,5,Suspended,0,77938559,ADDB593034666172,2,0,0,S3,1,3.54E+11,0
1,8126415R,H1,Z4,Basic,22/04/1998,01/05/1998,24/03/1980,36,SS,16300,37,170,147730,Male,S,3,70,Due,47578,29130,0,3,Active,1,18141055,BADB170156108654,2,0,0,Z4,1,3.54E+11,0
1,4343169L,F1,U4,Basic,20/06/2002,25/06/2002,06/02/1963,53,S,21900,4,110,71830,Male,S,2,60,Due,36092,0,1,5,None,0,91420418,AACA312586345957,2,0,0,U4,2,3.54E+11,1
0,0698440D,H2,S3,Basic,23/03/2010,25/03/2010,02/06/1974,42,S,40600,9,120,29880,Male,D,3,70,Up-to-Date,26276,0,0,3,Active,1,1503839,DBBD702223871362,1,1,173073,S3,1,3.54E+11,1
1,4312989E,F1,E2,Basic,22/04/2010,28/04/2010,11/11/1990,26,S,26300,18,120,29400,Male,S,2,60,Up-to-Date,19023,0,1,3,None,1,37602528,AAAC089419743827,4,0,0,Z3,1,3.54E+11,0
0,6635750H,H2,A4,Basic,10/11/2009,11/11/2009,02/02/1995,21,SS,35400,22,150,40650,Male,M,4,100,Missed,33535,0,1,4,Active,0,54497561,CBBA257976028636,1,1,0,A4,1,3.54E+11,0
1,1076774B,F1,U1,Supplement,09/07/2008,11/07/2008,09/04/1987,29,SS,18400,9,150,50850,Female,S,3,70,Due,16821,0,0,3,Active,1,12864592,BCDD078116064261,3,0,0,U1,1,3.54E+11,0
1,6853432I,H1,D3,Basic,06/04/1998,12/04/1998,28/10/1973,43,M,9000,38,170,148070,Female,S,3,70,Up-to-Date,39220,0,0,2,None,0,59384972,ADBD150374168809,3,0,0,D3,1,3.54E+11,0
1,7580389R,F1,V5,Basic,08/09/2009,14/09/2009,26/01/1982,34,M,4300,22,160,44640,Male,M,2,80,Up-to-Date,23782,0,1,8,None,0,28448197,ABCB726436979873,2,0,0,V5,1,3.54E+11,0
0,5424696A,H2,K1,Basic,18/10/2005,31/10/2005,02/09/1979,37,M,24800,4,170,81600,Female,S,1,50,Missed,14842,0,0,4,Active,0,80836258,BDDB304120908479,1,1,0,N5,1,3.54E+11,0
0,2492584T,F1,I1,Basic,22/02/2003,28/02/2003,17/05/1951,65,P,51900,22,80,49360,Female,S,5,90,Up-to-Date,31922,0,1,5,Active,0,18833,DBCA410296138703,1,0,136974,I1,1,3.54E+11,0
0,9166639M,H2,O4,Supplement,18/03/2006,01/04/2006,02/05/1961,55,M,26300,14,200,91400,Male,S,2,60,Due,30845,0,1,4,None,0,24877274,CACD593940116378,1,1,191260,O4,1,3.54E+11,0
0,6109385GG,F1,H3,Basic,14/07/2010,29/07/2010,16/07/1990,26,M,5600,17,220,51260,Female,D,4,80,Due,35240,0,1,4,Active,0,81160654,DABA481049701307,1,0,0,H3,1,3.54E+11,0
1,2225602W,F1,Y2,Basic,20/06/2013,22/06/2013,28/12/1961,55,P,36700,31,80,6560,Male,D,4,80,Due,31680,0,1,5,Suspended,0,13133388,CCBA774619874150,2,0,0,Y2,1,3.54E+11,0
0,6374073W,F1,E3,Exceptional,31/10/2013,12/11/2013,05/08/1971,45,M,22400,19,170,10710,Male,M,1,70,Up-to-Date,15811,0,1,4,Active,1,17608696,ACCD328633713284,2,0,171360,E3,1,3.54E+11,0
0,3221516L,H1,T2,Urgent,30/08/2011,10/09/2011,12/03/1983,33,SS,30000,2,180,31500,Female,D,4,80,Up-to-Date,35675,0,1,7,Active,0,37244304,BDCA069679540401,4,1,176222,T2,1,3.54E+11,0
1,5101360N,F1,S4,Basic,02/03/2009,16/03/2009,17/06/1985,31,SS,5000,35,170,51510,Female,D,6,100,Up-to-Date,31831,0,1,8,Active,0,24126350,ABCA416566669589,3,0,0,S4,1,3.54E+11,0
0,0742834Y,H1,Q2,Supplement,26/02/2005,05/03/2005,27/09/1972,44,SS,28700,5,150,76800,Female,D,4,80,Up-to-Date,28845,0,1,6,Active,0,72311426,ABAC529897529392,2,0,0,Q2,1,3.54E+11,0
0,5878327P,H2,A3,Urgent,04/06/2010,07/06/2010,18/02/1987,29,M,25200,17,160,38400,Female,D,4,80,Up-to-Date,13401,0,0,2,Active,0,93051239,ABAA805474653447,1,1,179716,A3,1,3.54E+11,0
0,6448607B,F1,F3,Basic,11/02/2010,18/02/2010,28/04/1979,37,S,37100,13,90,22860,Male,M,3,90,Up-to-Date,33104,0,0,7,Active,0,98580241,CABD670369934599,3,0,0,F3,1,3.54E+11,0
1,5391060B,F1,Q5,Supplement,24/02/2011,17/03/2011,25/07/1980,36,S,21200,45,90,17820,Female,S,4,80,Up-to-Date,22688,0,1,4,Active,0,88903077,BCCB233588675967,2,0,0,Q5,1,3.54E+11,0
1,4871997U,H1,B4,Basic,04/04/2004,13/04/2004,29/09/1989,27,S,11400,25,80,44720,Male,D,4,80,Missed,42156,0,1,6,None,0,26493453,ACDC948063937647,3,0,192622,B4,1,3.54E+11,0
0,9483134J,H2,V1,Basic,25/08/2005,28/08/2005,13/11/1974,42,SS,31200,1,130,63570,Male,D,1,50,Due,10258,0,1,6,Active,0,51762165,DBDB827126667331,1,1,92148,V1,1,3.54E+11,0
1,0661900M,F1,V3,Supplement,18/04/2012,01/05/2012,05/03/1971,45,SS,10700,29,180,25380,Female,S,3,70,Missed,13258,0,1,5,None,0,16967866,DADA155359917930,3,0,128192,V3,1,3.54E+11,1
0,8360406C,F1,A2,Basic,14/02/1996,18/02/1996,27/08/1958,58,SS,36700,15,150,147300,Female,M,0,60,Due,13698,0,1,6,Active,0,24495467,ADBC088291931989,3,0,0,F5,1,3.54E+11,0
1,3122043N,F1,Y3,Basic,15/07/2007,19/07/2007,18/09/1963,53,SS,20100,20,130,50700,Female,S,2,60,Due,44922,0,1,5,Active,0,81167237,DDDA369752856479,4,0,0,Y3,1,3.54E+11,0
1,5314615Q,F1,R5,Supplement,04/03/2010,17/03/2010,22/07/1983,33,SS,16300,37,180,45000,Female,S,5,90,Missed,30448,42362,1,5,Active,1,56837567,DDDC682987001475,1,0,0,R5,1,3.54E+11,0
1,1305850Y,H1,J5,Supplement,23/01/1996,26/01/1996,03/02/1982,34,M,2100,21,200,197000,Male,S,6,100,Due,47917,0,1,6,None,0,57310895,BCDB413581051972,3,0,0,J5,1,3.54E+11,0
0,6319712Z,G1,G5,Urgent,21/08/2009,06/09/2009,25/07/1994,22,M,5500,11,180,50400,Male,S,6,100,Due,24607,0,1,3,None,0,55374028,BBCD375709862650,4,0,0,G5,1,3.54E+11,0
0,1312834X,H2,H2,Supplement,27/10/2011,13/11/2011,29/05/1963,53,S,37000,12,120,20040,Male,S,3,70,Up-to-Date,10017,0,1,6,Active,0,66057166,BABB819765529378,1,1,0,H2,1,3.54E+11,0
1,9257659J,H1,I5,Basic,06/06/1999,24/06/1999,30/11/1975,41,M,6000,33,200,161800,Female,D,5,90,Up-to-Date,43638,0,0,6,Active,1,76254725,DDCA975551664499,3,0,0,I5,1,3.54E+11,0
0,2741049L,F1,A5,Exceptional,26/03/2003,13/04/2003,16/11/1970,46,S,45900,14,120,73320,Female,S,1,50,Missed,41422,0,0,3,None,1,72823057,BDBA329877525510,3,0,0,A5,1,3.54E+11,0
0,5399823J,H2,P4,Exceptional,30/10/2012,04/11/2012,15/04/1968,48,SS,28300,26,130,15080,Female,M,4,100,Up-to-Date,18665,0,1,1,Suspended,0,29113733,BACC133428684856,1,0,146084,H1,1,3.54E+11,1
1,4332073YA,F1,E3,Basic,11/08/2010,15/08/2010,05/11/1982,34,SS,11600,42,130,30030,Male,D,5,90,Due,12704,0,1,7,Active,0,63448605,DACD441015032062,2,0,0,E3,1,3.54E+11,0
1,7165267G,F1,H4,Basic,12/10/2010,14/10/2010,17/05/1975,41,SS,17000,14,170,37910,Male,S,4,80,Due,28814,0,1,2,Active,0,8445731,DDAA977390000891,4,0,138857,H4,1,3.54E+11,0
0,1890996K,F1,S2,Exceptional,11/08/2012,16/08/2012,04/05/1991,25,S,42100,33,120,15240,Female,S,6,100,Due,45280,0,1,4,Active,0,1532454,DBCA474264392409,3,0,0,S2,1,3.54E+11,0
0,9542904F,F1,M3,Urgent,26/10/2005,04/11/2005,17/10/1963,53,S,37900,20,120,57600,Female,S,1,50,Up-to-Date,35697,0,1,5,Active,0,73084464,CBAB295121422549,3,0,0,M3,1,3.54E+11,0
1,7190007J,F1,A4,Basic,24/06/2013,10/07/2013,08/11/1984,32,SS,10400,18,130,10270,Male,S,4,80,Missed,47573,40944,0,5,Active,1,45178813,BCAB077572286434,2,0,138601,A4,1,3.54E+11,0
1,3051574H,F1,K3,Supplement,20/11/2012,05/12/2012,02/10/1983,33,S,21600,28,90,10080,Female,S,4,80,Missed,10397,0,1,4,Active,0,36307009,AACD769510170386,3,0,0,K3,1,3.54E+11,0
0,5722076D,H1,V4,Supplement,28/04/2012,08/05/2012,12/10/1960,56,SS,27700,13,130,18200,Male,D,4,80,Missed,39905,33854,1,4,Active,1,40663561,BBCB025353813881,1,0,0,V4,1,3.54E+11,1
1,8286487A,F1,J4,Exceptional,08/09/2008,25/09/2008,20/09/1952,64,M,2000,24,200,65800,Female,S,2,60,Due,12731,0,1,4,Active,0,42079552,BBAA800857989917,3,0,104626,J4,1,3.54E+11,0
1,7110476X,F1,N3,Basic,16/09/2009,24/09/2009,07/01/1972,44,S,28200,20,90,24930,Male,S,3,70,Missed,32312,0,0,3,None,0,41226940,DDCC791634996915,2,0,0,N3,1,3.54E+11,0
1,8952232X,F1,L3,Supplement,13/08/2008,31/08/2008,07/05/1977,39,SS,1100,29,180,59760,Male,S,3,70,Due,22056,0,1,6,None,0,5170990,CDDC615802278159,2,0,0,L3,1,3.54E+11,0
1,9893913E,F1,C3,Basic,24/04/2011,29/04/2011,30/04/1983,33,SS,13500,22,190,36670,Male,S,6,100,Up-to-Date,39728,0,1,5,Active,0,25414875,CDDB347956886057,3,0,0,C3,1,3.54E+11,0
0,9864334C,F1,V4,Basic,19/06/2008,02/07/2008,16/06/1969,47,M,27200,22,220,75020,Female,D,2,60,Due,22780,14660,1,7,Active,1,18441319,DCDB767029664871,3,0,188896,V4,1,3.54E+11,0
1,1653700M,H1,N3,Basic,16/09/2008,06/10/2008,01/09/1972,44,M,6900,28,210,68880,Female,D,4,80,Up-to-Date,38689,0,1,4,Active,0,48873133,BCBA010728006863,3,0,132899,W4,1,3.54E+11,0
1,0282159J,H1,D2,Basic,25/11/2010,29/11/2010,10/03/1993,23,M,5700,28,170,36890,Male,S,3,70,Due,46762,0,1,4,Active,0,35979129,CACC498559411603,2,0,0,D2,1,3.54E+11,0
0,6604810N,H2,Y3,Basic,23/07/2007,26/07/2007,11/03/1997,19,S,41200,14,110,42790,Male,S,2,60,Due,36879,0,0,5,Active,0,62606590,DDCD356574146253,1,1,0,Y3,1,3.54E+11,0
0,8255328A,H2,G5,Exceptional,09/05/1999,23/05/1999,07/08/1991,25,M,17200,3,160,130240,Male,D,3,70,Due,11821,0,1,7,None,0,39945636,BDBA614159758539,1,1,0,G5,1,3.54E+11,0
0,3887076C,G1,F5,Exceptional,31/08/2012,07/09/2012,13/02/1985,31,SS,27900,10,180,22320,Female,M,2,80,Up-to-Date,49270,0,1,6,None,1,16086368,CDAA264049489561,1,0,0,M4,1,3.54E+11,0
0,6421048C,F1,A1,Basic,16/01/2008,29/01/2008,27/02/1992,24,M,20000,16,210,75810,Male,M,1,70,Up-to-Date,12149,31634,1,5,Active,1,57550979,CDCB309361425327,2,1,0,Z4,1,3.54E+11,0
